match_file,tournament,team_a,team_b,date,team_a_prev_matches_played,team_a_prev_matches_won,team_a_prev_win_rate,team_a_prev_sets_won,team_a_prev_sets_lost,team_a_prev_set_win_rate,team_a_prev_avg_points_scored,team_a_prev_avg_points_conceded,team_b_prev_matches_played,team_b_prev_matches_won,team_b_prev_win_rate,team_b_prev_sets_won,team_b_prev_sets_lost,team_b_prev_set_win_rate,team_b_prev_avg_points_scored,team_b_prev_avg_points_conceded,h2h_matches,h2h_team_a_wins,team_a_won
PVL2024C-W08-CCS-CHD-XML.xml,PVLINV24,CCS,CHD,20240909,25,19,0.76,66,31,0.6804123711340206,90.96,80.8,19,13,0.6842105263157895,42,28,0.6,84.3157894736842,74.26315789473684,0,0,1
STIC2023-M35-GFDvFTL-XML_110523.xml,PVLALL23,GFD,FTL,20231109,5,0,0.0,0,15,0.0,50.2,75.0,3,0,0.0,1,9,0.1,67.33333333333333,83.33333333333333,0,0,0
PVL2024B-W34-CTC-CMF-XML.xml,PVLR24,CTC,CMF,20240813,17,8,0.47058823529411764,32,32,0.5,82.05882352941177,84.0,20,15,0.75,52,28,0.65,88.4,82.5,0,0,0
PVLRC2024-M8-HSH-GTH-XML.xml,PVLR24,HSH,GTH,20240720,12,8,0.6666666666666666,29,20,0.5918367346938775,90.91666666666667,86.25,11,3,0.2727272727272727,14,26,0.35,72.63636363636364,81.63636363636364,0,0,1
PVL2025C-W08-HSH-KSU-XML.xml,PVLINV25,HSH,KSU,20250825,13,9,0.6923076923076923,32,20,0.6153846153846154,89.6923076923077,83.61538461538461,1,1,1.0,3,1,0.75,100.0,94.0,0,0,1
PVLAFC2023-M20-CTCvGFD-XML.xml,PVLALL23,CTC,GFD,20231031,18,8,0.4444444444444444,34,35,0.4927536231884058,82.44444444444444,85.27777777777777,6,0,0.0,0,18,0.0,48.5,75.0,0,0,1
PVL2025A-W65-ZUS-HSH-XML.xml,PVLAF25,ZUS,HSH,20250222,5,0,0.0,6,15,0.2857142857142857,88.4,95.0,14,10,0.7142857142857143,35,20,0.6363636363636364,88.64285714285714,82.28571428571429,0,0,0
PVL2023A-W33-CTCvPGA-XML.xml,PVLF23,CTC,PGA,20230314,19,9,0.47368421052631576,37,35,0.5138888888888888,82.05263157894737,82.89473684210526,12,8,0.6666666666666666,29,17,0.6304347826086957,89.66666666666667,83.33333333333333,0,0,0
PVL2024C-W05-CHD-EST-XML.xml,PVLINV24,CHD,EST,20240908,20,13,0.65,43,31,0.581081081081081,84.6,75.35,0,0,0.5,0,0,0.5,0.0,0.0,0,0,1
PVL2024B-W37-CAP-FFF-XML.xml,PVLR24,CAP,FFF,20240815,5,2,0.4,10,13,0.43478260869565216,93.0,97.4,13,2,0.15384615384615385,12,34,0.2608695652173913,72.23076923076923,82.15384615384616,0,0,0
PVL2025A-W94-AKA-CMF-XML.xml,PVLAF25,AKA,CMF,20250408,11,4,0.36363636363636365,15,24,0.38461538461538464,76.0,80.63636363636364,21,16,0.7619047619047619,55,30,0.6470588235294118,89.28571428571429,82.80952380952381,0,0,1
PVL2023B-W11-CHDvFOT-XML.xml,PVLINV23,CHD,FOT,20230711,21,14,0.6666666666666666,46,31,0.5974025974025974,84.23809523809524,74.61904761904762,1,0,0.0,1,3,0.25,90.0,97.0,0,0,1
PVL2025B-W11-CTC-CAP-XML.xml,PVLOT25,CTC,CAP,20250705,20,9,0.45,37,38,0.49333333333333335,81.35,82.65,6,2,0.3333333333333333,10,16,0.38461538461538464,87.5,93.66666666666667,0,0,1
PVL2025A-W14-AKA-CCS-XML.xml,PVLAF25,AKA,CCS,20241123,12,5,0.4166666666666667,18,26,0.4090909090909091,78.83333333333333,81.83333333333333,26,20,0.7692307692307693,69,32,0.6831683168316832,91.15384615384616,81.15384615384616,0,0,0
PVL2023A-W22-AKAvHSH-XML.xml,PVLF23,AKA,HSH,20230228,13,5,0.38461538461538464,18,29,0.3829787234042553,77.15384615384616,81.38461538461539,15,11,0.7333333333333333,38,20,0.6551724137931034,87.73333333333333,80.2,0,0,0
PVL2025D-W09-CTC-AKA-XML.xml,TEST_PVLR25,CTC,AKA,20251014,21,10,0.47619047619047616,40,39,0.5063291139240507,82.14285714285714,82.80952380952381,14,5,0.35714285714285715,19,32,0.37254901960784315,76.35714285714286,82.42857142857143,0,0,0
