team_a_elo,team_b_elo,elo_diff,elo_prob_team_a,team_a_matches_played,team_a_win_rate,team_a_avg_points,team_a_avg_attack,team_a_avg_block,team_a_avg_serve,team_b_matches_played,team_b_win_rate,team_b_avg_points,team_b_avg_attack,team_b_avg_block,team_b_avg_serve,team_a_starter_attack,team_a_starter_block,team_a_starter_serve,team_a_top_scorer,team_a_libero_digs,team_a_libero_reception,team_a_roster_depth,team_a_avg_sets_per_player,team_a_10plus_scorers,team_b_starter_attack,team_b_starter_block,team_b_starter_serve,team_b_top_scorer,team_b_libero_digs,team_b_libero_reception,team_b_roster_depth,team_b_avg_sets_per_player,team_b_10plus_scorers
1500.0,1500.0,0.0,0.5,0,0.5,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0
1500.0,1500.0,0.0,0.5,0,0.5,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0
1510.0,1500.0,10.0,0.5143871841659987,1,2.0,100.0,68.0,7.0,3.0,0,0.5,0.0,0.0,0.0,0.0,5.909090909090909,0.6363636363636364,0.18181818181818182,16,1.3636363636363635,1.0,11,3.1818181818181817,4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0
1490.0,1490.28774368332,-0.28774368332005906,0.4995859036472917,1,0.0,95.0,63.0,5.0,9.0,1,0.0,75.0,51.0,4.0,1.0,7.0,0.5555555555555556,1.0,18,2.2222222222222223,0.7777777777777778,9,3.6666666666666665,4,2.2142857142857144,0.21428571428571427,0.07142857142857142,16,1.3571428571428572,0.5714285714285714,14,2.7857142857142856,1
1500.0,1519.71225631668,-19.71225631667994,0.47166218295650314,0,0.5,0.0,0.0,0.0,0.0,2,2.0,98.5,66.0,6.5,4.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,5.291666666666667,0.5416666666666666,0.2916666666666667,16,1.0833333333333333,0.875,13,3.0833333333333335,8
1500.0,1500.0,0.0,0.5,0,0.5,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0
1500.0082819270542,1500.0,0.008281927054213156,0.500011918651108,2,1.0,85.0,57.0,4.5,7.0,0,0.5,0.0,0.0,0.0,0.0,6.0,0.47368421052631576,0.7368421052631579,18,1.631578947368421,0.8421052631578947,14,3.1578947368421053,7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0
1500.0,1510.0080435540322,-10.008043554032156,0.4856012498211397,0,0.5,0.0,0.0,0.0,0.0,3,1.3333333333333333,81.66666666666667,53.666666666666664,4.666666666666667,6.666666666666667,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,4.363636363636363,0.42424242424242425,0.5757575757575758,18,1.3636363636363635,0.7575757575757576,17,2.787878787878788,7
1510.0,1500.0,10.0,0.5143871841659987,1,2.0,77.0,41.0,7.0,2.0,0,0.5,0.0,0.0,0.0,0.0,3.4166666666666665,0.4166666666666667,0.08333333333333333,22,1.0833333333333333,0.3333333333333333,12,2.6666666666666665,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0
1480.2794617562658,1499.720068550455,-19.44060679418908,0.4720518795004936,2,0.0,65.5,39.5,5.0,1.5,4,1.0,89.5,55.25,7.5,6.5,2.230769230769231,0.34615384615384615,0.07692307692307693,16,1.2692307692307692,0.34615384615384615,17,2.423076923076923,1,4.042553191489362,0.5957446808510638,0.5106382978723404,18,1.3617021276595744,0.723404255319149,18,2.893617021276596,9
1490.56675634087,1510.28774368332,-19.720987342450144,0.47164965837846934,1,0.0,61.0,28.0,3.0,8.0,1,2.0,96.0,59.0,6.0,2.0,1.7692307692307692,0.23076923076923078,0.6153846153846154,10,1.1538461538461537,0.6923076923076923,13,2.230769230769231,1,5.5,0.6,0.0,20,2.2,0.8,10,3.3,3
1499.71225631668,1509.1611061404649,-9.44884982378494,0.4864053634925847,2,1.0,78.0,47.0,7.0,1.5,5,1.2,86.6,53.2,7.4,7.2,3.375,0.4166666666666667,0.08333333333333333,22,1.2083333333333333,1.0833333333333333,19,2.9166666666666665,5,4.12280701754386,0.6140350877192983,0.5964912280701754,18,1.368421052631579,0.7543859649122807,19,2.8421052631578947,10
1500.0,1519.7207368508894,-19.720736850889352,0.47165001770586573,0,0.5,0.0,0.0,0.0,0.0,2,2.0,97.0,59.0,6.5,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,4.478260869565218,0.5652173913043478,0.34782608695652173,20,1.608695652173913,0.8260869565217391,14,3.1739130434782608,5
1500.0,1518.8892134103166,-18.889213410316643,0.4728429886192392,0,0.5,0.0,0.0,0.0,0.0,6,1.3333333333333333,85.0,52.833333333333336,7.5,6.333333333333333,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,4.318181818181818,0.6363636363636364,0.5454545454545454,18,1.3333333333333333,0.8181818181818182,19,2.8333333333333335,13
1500.0,1500.0,0.0,0.5,0,0.5,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0
